Code,Label,Year,Estimated resident population (no.),Population density (persons/km2),Median age - persons (years),Net internal migration (no.),Net overseas migration (no.),Median household income (weekly $),Median employee income ($),Median total income ($),Unemployment rate (%),Participation rate (%),Completed year 12 (%),Bachelor degree (%),Number of jobs,State,Migration total,Opportunity score,Pressure score
10050,Albury,2025,59538.0,194.8,42.209981718464356,335.0,234.0,829.5825716026812,51362.68905317535,49669.19890151097,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,38781.39796843893,NSW,569.0,53.466012963270735,54.5226026258933
10180,Armidale Regional,2025,29652.0,3.8,42.209981718464356,-329.0,252.0,829.5825716026812,51362.68905317535,49669.19890151097,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,38781.39796843893,NSW,-77.0,53.466012963270735,32.277297656639526
10250,Ballina,2025,48603.0,100.2,42.209981718464356,313.0,202.0,829.5825716026812,51362.68905317535,49669.19890151097,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,38781.39796843893,NSW,515.0,53.466012963270735,54.01362805384743
10300,Balranald,2025,2244.0,0.1,42.209981718464356,-31.0,9.0,829.5825716026812,51362.68905317535,49669.19890151097,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,38781.39796843893,NSW,-22.0,53.466012963270735,25.49484793086255
10470,Bathurst Regional,2025,45359.0,11.9,42.209981718464356,-12.0,165.0,829.5825716026812,51362.68905317535,49669.19890151097,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,38781.39796843893,NSW,153.0,53.466012963270735,39.27538640518531
10500,Bayside (NSW),2025,187770.0,3709.4,42.209981718464356,-3143.0,3927.0,829.5825716026812,51362.68905317535,49669.19890151097,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,38781.39796843893,NSW,784.0,53.466012963270735,76.11974405850091
10550,Bega Valley,2025,36921.0,5.9,42.209981718464356,224.0,82.0,829.5825716026812,51362.68905317535,49669.19890151097,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,38781.39796843893,NSW,306.0,53.466012963270735,38.67458866544789
10600,Bellingen,2025,13348.0,8.3,42.209981718464356,-1.0,39.0,829.5825716026812,51362.68905317535,49669.19890151097,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,38781.39796843893,NSW,38.0,53.466012963270735,37.20707994016952
10650,Berrigan,2025,8773.0,4.2,42.209981718464356,74.0,30.0,829.5825716026812,51362.68905317535,49669.19890151097,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,38781.39796843893,NSW,104.0,53.466012963270735,36.925378095396375
10750,Blacktown,2025,449385.0,1881.5,42.209981718464356,839.0,4994.0,829.5825716026812,51362.68905317535,49669.19890151097,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,38781.39796843893,NSW,5833.0,53.466012963270735,76.19868705334885
10800,Bland,2025,5455.0,0.6,42.209981718464356,-43.0,11.0,829.5825716026812,51362.68905317535,49669.19890151097,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,38781.39796843893,NSW,-32.0,53.466012963270735,28.700764500581688
10850,Blayney,2025,7831.0,5.1,42.209981718464356,29.0,13.0,829.5825716026812,51362.68905317535,49669.19890151097,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,38781.39796843893,NSW,42.0,53.466012963270735,36.532325078942996
10900,Blue Mountains,2025,79236.0,55.4,42.209981718464356,-136.0,459.0,829.5825716026812,51362.68905317535,49669.19890151097,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,38781.39796843893,NSW,323.0,53.466012963270735,42.04711650324082
10950,Bogan,2025,2373.0,0.2,42.209981718464356,-62.0,8.0,829.5825716026812,51362.68905317535,49669.19890151097,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,38781.39796843893,NSW,-54.0,53.466012963270735,25.953132790427127
11150,Bourke,2025,2310.0,0.1,42.209981718464356,-83.0,7.0,829.5825716026812,51362.68905317535,49669.19890151097,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,38781.39796843893,NSW,-76.0,53.466012963270735,24.88490942330065
