Location,metric,raw_value,metric_id,normalised_value,city_order
Perth,Rainfall,1.9735632183908045,avg_Rainfall,0.2811022262287627,13
Perth,Humidity 3pm,46.848471422241914,avg_Humidity3pm,0.4977393323183647,13
Perth,Wind gust,34.803010181496234,avg_WindGustSpeed,0.33497442694908597,13
Perth,Sunshine,8.732964111652636,avg_Sunshine,0.7435781668463161,13
Perth,Rain tomorrow rate,0.20645446507515472,rain_probability,0.45797594007518583,13
PerthAirport,Max temp,25.412321181356713,avg_MaxTemp,0.5880642308253222,12
PerthAirport,Min temp,12.538394093216429,avg_MinTemp,0.454193626965071,12
PerthAirport,Rainfall,1.8953391785879095,avg_Rainfall,0.2658518011543931,12
PerthAirport,Humidity 3pm,42.20960295475531,avg_Humidity3pm,0.3957488744135152,12
PerthAirport,Wind gust,44.468413664014975,avg_WindGustSpeed,0.827501256338692,12
PerthAirport,Sunshine,8.715533980582524,avg_Sunshine,0.7380789454748199,12
PerthAirport,Rain tomorrow rate,0.1956622058144901,rain_probability,0.42222779368994967,12
Portland,Max temp,18.15875946969697,avg_MaxTemp,0.2739711169320735,46
Portland,Min temp,9.681775035595633,avg_MinTemp,0.3075251865560564,46
Portland,Rainfall,2.5349786426198384,avg_Rainfall,0.39055481758525556,46
Portland,Humidity 3pm,65.67047075606277,avg_Humidity3pm,0.9115610097804248,46
Portland,Wind gust,41.98854415274463,avg_WindGustSpeed,0.7011327845107942,46
Portland,Sunshine,6.57034980566352,avg_Sunshine,0.06127148986491165,46
Portland,Rain tomorrow rate,0.37008991954566967,rain_probability,1.0,46
Richmond,Max temp,24.4454766536965,avg_MaxTemp,0.5461980111093867,16
Richmond,Min temp,11.294834307992202,avg_MinTemp,0.39034508063278006,16
Richmond,Rainfall,2.1365517241379313,avg_Rainfall,0.31287818667702405,16
Richmond,Humidity 3pm,48.71033119130005,avg_Humidity3pm,0.5386742999148361,16
Richmond,Wind gust,34.83781143136297,avg_WindGustSpeed,0.33674781895353373,16
Richmond,Sunshine,7.647679004727114,avg_Sunshine,0.4011697804627442,16
Richmond,Rain tomorrow rate,0.1786407766990291,rain_probability,0.3658462219533245,16
Sale,Max temp,20.27476099426386,avg_MaxTemp,0.3655980354410496,40
Sale,Min temp,8.558480649784999,avg_MinTemp,0.24985147075291908,40
Sale,Rainfall,1.5079060852898898,avg_Rainfall,0.19031850760984234,40
Sale,Humidity 3pm,56.243761996161226,avg_Humidity3pm,0.7043047899292653,40
Sale,Wind gust,42.126379137412236,avg_WindGustSpeed,0.7081565397115042,40
Sale,Sunshine,6.695883777239709,avg_Sunshine,0.10087756606500997,40
Sale,Rain tomorrow rate,0.21786908743430483,rain_probability,0.4957855943071171,40
SalmonGums,Max temp,24.33538689009364,avg_MaxTemp,0.5414309135051559,17
SalmonGums,Min temp,9.318894918598915,avg_MinTemp,0.2888936995632903,17
SalmonGums,Rainfall,1.0370919881305638,avg_Rainfall,0.0985293960940301,17
SalmonGums,Humidity 3pm,40.543842364532026,avg_Humidity3pm,0.359125355866378,17
SalmonGums,Wind gust,39.749750747756735,avg_WindGustSpeed,0.5870489990370293,17
SalmonGums,Sunshine,7.647679004727114,avg_Sunshine,0.4011697804627442,17
SalmonGums,Rain tomorrow rate,0.1634662727720335,rain_probability,0.31558238241763736,17
Sydney,Max temp,22.984357778719797,avg_MaxTemp,0.4829287655369765,23
Sydney,Min temp,14.843129770992366,avg_MinTemp,0.5725265165089599,23
Sydney,Rainfall,3.2806615776081425,avg_Rainfall,0.5359318878302811,23
Sydney,Humidity 3pm,54.55843603909902,avg_Humidity3pm,0.6672511059793012,23
Sydney,Wind gust,41.80914144533663,avg_WindGustSpeed,0.6919908333420316,23
Sydney,Sunshine,7.180076628352491,avg_Sunshine,0.25364082780150954,23
Sydney,Rain tomorrow rate,0.25921219822109276,rain_probability,0.6327300042522979,23
SydneyAirport,Max temp,23.35090476190476,avg_MaxTemp,0.4988009519073876,22
SydneyAirport,Min temp,14.857979990471653,avg_MinTemp,0.5732889767764386,22
SydneyAirport,Rainfall,2.8688602765855986,avg_Rainfall,0.4556478101657087,22
SydneyAirport,Humidity 3pm,53.76644423260248,avg_Humidity3pm,0.6498383236235133,22
SydneyAirport,Wind gust,47.033414043583534,avg_WindGustSpeed,0.9582078022803026,22
SydneyAirport,Sunshine,7.129262452107279,avg_Sunshine,0.2376089114115178,22
SydneyAirport,Rain tomorrow rate,0.2571428571428571,rain_probability,0.6258755444029712,22
Townsville,Max temp,29.386372269705603,avg_MaxTemp,0.7601482539203352,4
Townsville,Min temp,20.40698669201521,avg_MinTemp,0.858193663862161,4
Townsville,Rainfall,3.328319847691575,avg_Rainfall,0.5452232626929555,4
Townsville,Humidity 3pm,57.168091168091166,avg_Humidity3pm,0.7246271500394288,4
Townsville,Wind gust,38.82806513409962,avg_WindGustSpeed,0.5400820106635387,4
Townsville,Sunshine,8.514277808522412,avg_Sunshine,0.6745824497751266,4
Townsville,Rain tomorrow rate,0.1671415004748338,rain_probability,0.3277561613035506,4
Tuggeranong,Max temp,20.88331744518589,avg_MaxTemp,0.39194969525290047,36
Tuggeranong,Min temp,7.308341277407054,avg_MinTemp,0.18566510626325208,36
Tuggeranong,Rainfall,2.056038647342995,avg_Rainfall,0.2971814948638418,36
Tuggeranong,Humidity 3pm,47.001913875598085,avg_Humidity3pm,0.501112927881491,36
Tuggeranong,Wind gust,35.28933524629364,avg_WindGustSpeed,0.3597564386520202,36
Tuggeranong,Sunshine,7.647679004727114,avg_Sunshine,0.4011697804627442,36
Tuggeranong,Rain tomorrow rate,0.19199618866126728,rain_probability,0.4100845237147874,36
Uluru,Max temp,30.264134615384616,avg_MaxTemp,0.7981570445492743,2
Uluru,Min temp,14.27581888246628,avg_MinTemp,0.5433988654050448,2
Uluru,Rainfall,0.7322926829268293,avg_Rainfall,0.03910624461218305,2
Uluru,Humidity 3pm,24.209615384615386,avg_Humidity3pm,0.0,2
Uluru,Wind gust,41.521057786483844,avg_WindGustSpeed,0.677310749747969,2
Uluru,Sunshine,7.647679004727114,avg_Sunshine,0.4011697804627442,2
Uluru,Rain tomorrow rate,0.08076923076923077,rain_probability,0.041657721071042125,2
WaggaWagga,Max temp,22.931528046421665,avg_MaxTemp,0.48064113695073396,24
WaggaWagga,Min temp,9.536121856866538,avg_MinTemp,0.3000468619583747,24
WaggaWagga,Rainfall,1.8226433430515063,avg_Rainfall,0.25167914533324004,24
WaggaWagga,Humidity 3pm,42.79932301740812,avg_Humidity3pm,0.4087144973121149,24
WaggaWagga,Wind gust,36.58895405669599,avg_WindGustSpeed,0.4259820373308822,24
WaggaWagga,Sunshine,8.168955890563932,avg_Sunshine,0.5656330871085684,24
WaggaWagga,Rain tomorrow rate,0.17891682785299806,rain_probability,0.36676061038891955,24
Walpole,Max temp,20.568195564516127,avg_MaxTemp,0.37830431430903105,38
Walpole,Min temp,11.917650025214321,avg_MinTemp,0.42232253652193563,38
Walpole,Rainfall,2.8687468030690537,avg_Rainfall,0.45562568756290844,38
Walpole,Humidity 3pm,66.13987792472024,avg_Humidity3pm,0.9218814257203778,38
Walpole,Wind gust,39.92577529232334,avg_WindGustSpeed,0.5960188067627948,38
Walpole,Sunshine,7.647679004727114,avg_Sunshine,0.4011697804627442,38
Walpole,Rain tomorrow rate,0.33836098541980897,rain_probability,0.8949014701756772,38
Watsonia,Max temp,20.892901088499762,avg_MaxTemp,0.3923646853626637,35
Watsonia,Min temp,10.088704318936877,avg_MinTemp,0.3284183060587062,35
Watsonia,Rainfall,1.7677113010446344,avg_Rainfall,0.2409696883310344,35
Watsonia,Humidity 3pm,54.61097964978703,avg_Humidity3pm,0.6684063331541187,35
Watsonia,Wind gust,37.78129496402878,avg_WindGustSpeed,0.48674099971691076,35
Watsonia,Sunshine,6.404545454545455,avg_Sunshine,0.008960074219909336,35
Watsonia,Rain tomorrow rate,0.2389966871746332,rain_probability,0.5657683949463433,35
Williamtown,Max temp,24.167695700110254,avg_MaxTemp,0.5341695638223263,18
Williamtown,Min temp,12.852367841409693,avg_MinTemp,0.47031409631992865,18
Williamtown,Rainfall,3.511386430678466,avg_Rainfall,0.5809136107559958,18
Williamtown,Humidity 3pm,53.63867403314917,avg_Humidity3pm,0.6470291598715828,18
Williamtown,Wind gust,41.76094470046083,avg_WindGustSpeed,0.6895348375852576,18
Williamtown,Sunshine,7.099288617886179,avg_Sunshine,0.22815214088745686,18
Williamtown,Rain tomorrow rate,0.2725770925110132,rain_probability,0.6769997151589519,18
Witchcliffe,Max temp,21.698832684824904,avg_MaxTemp,0.42726306697673533,31
Witchcliffe,Min temp,10.867818889970788,avg_MinTemp,0.3684206713473618,31
Witchcliffe,Rainfall,2.9630934899657366,avg_Rainfall,0.47401935635268655,31
Witchcliffe,Humidity 3pm,57.66211245401997,avg_Humidity3pm,0.7354887335311291,31
Witchcliffe,Wind gust,40.01024890190337,avg_WindGustSpeed,0.6003233884772362,31
Witchcliffe,Sunshine,7.647679004727114,avg_Sunshine,0.4011697804627442,31
Witchcliffe,Rain tomorrow rate,0.30097087378640774,rain_probability,0.7710509258412899,31
Wollongong,Max temp,21.405797795879252,avg_MaxTemp,0.41457409507478654,33
Wollongong,Min temp,14.831316042267051,avg_MinTemp,0.5719199599003933,33
Wollongong,Rainfall,3.5214944201843763,avg_Rainfall,0.5828842471102523,33
Wollongong,Humidity 3pm,64.83934583934584,avg_Humidity3pm,0.893287844368167,33
Wollongong,Wind gust,45.62667946257198,avg_WindGustSpeed,0.8865238292075319,33
