State,population,avg_income,avg_unemployment,avg_degree,avg_density,migration,opportunity,pressure
ACT,484630.0,49669.19890151097,6.1556027024052264,10.745169645769778,205.5,3318.0,53.466012963270735,56.07985707163038
NSW,8592524.0,49669.19890151097,6.1556027024052264,10.745169645769778,805.2193001807764,65898.0,53.466012963270735,45.48745286288333
NT,264556.0,49669.19890151097,6.1556027024052264,10.745169645769778,257.627595173705,2239.438069605833,53.466012963270735,44.41542821654435
Other,2498.0,49669.19890151097,6.1556027024052264,10.745169645769778,23.6,10.058270676691729,53.466012963270735,38.16810703008143
QLD,5669764.0,49669.19890151097,6.1556027024052264,10.745169645769778,150.22657596027162,85349.80214741398,53.466012963270735,45.4548970225387
SA,1902665.0,49669.19890151097,6.1556027024052264,10.745169645769778,496.93147302789066,18928.584785828207,53.466012963270735,44.549451436891246
TAS,576261.0,49669.19890151097,6.1556027024052264,10.74516964576978,68.21379310344828,1723.2632575757575,53.466012963270735,37.78111442865902
VIC,7073859.0,49669.19890151097,6.1556027024052264,10.745169645769778,852.3525,86382.0,53.466012963270735,50.99284838790095
WA,3046897.0,49669.19890151097,6.1556027024052264,10.745169645769778,420.61235817669973,51945.729422989294,53.466012963270735,42.83002416414882
