Code,Label,Year,Estimated resident population (no.),Population density (persons/km2),Median age - persons (years),Net internal migration (no.),Net overseas migration (no.),Median household income (weekly $),Median employee income ($),Median total income ($),Unemployment rate (%),Participation rate (%),Completed year 12 (%),Bachelor degree (%),Number of jobs,State,Migration total,Opportunity score,Pressure score
10050,Albury,2011,48391.60359536868,499.29614402744625,42.209981718464356,0.0978320637077612,513.9822135252488,690.0,51362.68905317535,49669.19890151097,5.8,61.8,40.1,10.5,38781.39796843893,NSW,514.0800455889565,51.77746385241815,47.77630048196776
10050,Albury,2016,48391.60359536868,499.29614402744625,42.209981718464356,0.0978320637077612,513.9822135252488,776.0,51362.68905317535,49669.19890151097,6.8,59.3,42.8,11.3,38781.39796843893,NSW,514.0800455889565,55.07187967425627,48.914741565564235
10050,Albury,2017,48391.60359536868,499.29614402744625,42.209981718464356,0.0978320637077612,513.9822135252488,829.5825716026812,51362.68905317535,49669.19890151097,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,38781.39796843893,NSW,514.0800455889565,53.466012963270735,58.5769486455044
10050,Albury,2018,48391.60359536868,499.29614402744625,42.209981718464356,0.0978320637077612,513.9822135252488,829.5825716026812,51362.68905317535,49669.19890151097,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,41056.0,NSW,514.0800455889565,58.12614259597807,58.5769486455044
10050,Albury,2019,48391.60359536868,499.29614402744625,42.209981718464356,0.0978320637077612,513.9822135252488,829.5825716026812,49465.0,47789.0,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,41845.0,NSW,514.0800455889565,47.31884660129633,58.5769486455044
10050,Albury,2020,55466.0,181.5,38.5,0.0978320637077612,513.9822135252488,829.5825716026812,50774.0,48522.0,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,42301.0,NSW,514.0800455889565,47.8864051853083,41.48121987701512
10050,Albury,2021,56067.0,183.4,39.1,542.0,24.0,947.0,52732.0,51304.0,4.8,60.8,47.6,13.1,46126.0,NSW,566.0,87.374937676583,57.50540136280539
10050,Albury,2022,57024.0,186.6,39.2,553.0,235.0,829.5825716026812,54492.0,53167.0,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,49832.0,NSW,788.0,70.30372278544125,47.77754695030747
10050,Albury,2023,57880.0,189.4,39.3,275.0,426.0,829.5825716026812,58366.0,56268.0,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,51461.0,NSW,701.0,71.96194116669437,47.783363802559414
10050,Albury,2024,58768.0,192.3,39.3,309.0,324.0,829.5825716026812,51362.68905317535,49669.19890151097,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,38781.39796843893,NSW,633.0,53.466012963270735,47.69528003988699
10050,Albury,2025,59538.0,194.8,42.209981718464356,335.0,234.0,829.5825716026812,51362.68905317535,49669.19890151097,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,38781.39796843893,NSW,569.0,53.466012963270735,54.5226026258933
10180,Armidale Regional,2011,48391.60359536868,499.29614402744625,42.209981718464356,0.0978320637077612,513.9822135252488,650.0,51362.68905317535,49669.19890151097,7.1,57.7,51.5,12.9,38781.39796843893,NSW,514.0800455889565,55.28834967591823,47.219544623566556
10180,Armidale Regional,2016,48391.60359536868,499.29614402744625,42.209981718464356,0.0978320637077612,513.9822135252488,753.0,51362.68905317535,49669.19890151097,7.6,55.8,54.4,14.0,38781.39796843893,NSW,514.0800455889565,55.22062489612763,48.58442745554263
10180,Armidale Regional,2017,48391.60359536868,499.29614402744625,42.209981718464356,0.0978320637077612,513.9822135252488,829.5825716026812,51362.68905317535,49669.19890151097,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,38781.39796843893,NSW,514.0800455889565,53.466012963270735,58.5769486455044
10180,Armidale Regional,2018,48391.60359536868,499.29614402744625,42.209981718464356,0.0978320637077612,513.9822135252488,829.5825716026812,51362.68905317535,49669.19890151097,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,23442.0,NSW,514.0800455889565,47.818680405517696,58.5769486455044
10180,Armidale Regional,2019,48391.60359536868,499.29614402744625,42.209981718464356,0.0978320637077612,513.9822135252488,829.5825716026812,43889.0,41193.0,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,22705.0,NSW,514.0800455889565,32.79416652817019,58.5769486455044
10180,Armidale Regional,2020,29600.0,3.8,36.2,0.0978320637077612,513.9822135252488,829.5825716026812,45638.0,40911.0,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,21985.0,NSW,514.0800455889565,32.573957121489116,35.20566727605119
10180,Armidale Regional,2021,29332.0,3.8,36.9,-293.0,-17.0,924.0,49646.0,46373.0,5.3,56.5,54.6,15.0,23126.0,NSW,-310.0,54.05143759348512,33.32100714641848
10180,Armidale Regional,2022,29433.0,3.8,37.0,-248.0,253.0,829.5825716026812,50373.0,48202.0,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,24543.0,NSW,5.0,37.33962107362473,26.32084095063985
10180,Armidale Regional,2023,29639.0,3.8,37.0,-359.0,493.0,829.5825716026812,53180.0,49904.0,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,25277.0,NSW,134.0,57.592238657138104,28.727355825162036
10180,Armidale Regional,2024,29686.0,3.8,37.0,-384.0,350.0,829.5825716026812,51362.68905317535,49669.19890151097,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,38781.39796843893,NSW,-34.0,53.466012963270735,24.614010304138276
10180,Armidale Regional,2025,29652.0,3.8,42.209981718464356,-329.0,252.0,829.5825716026812,51362.68905317535,49669.19890151097,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,38781.39796843893,NSW,-77.0,53.466012963270735,32.277297656639526
10250,Ballina,2011,48391.60359536868,499.29614402744625,42.209981718464356,0.0978320637077612,513.9822135252488,624.0,51362.68905317535,49669.19890151097,6.3,54.9,39.9,12.2,38781.39796843893,NSW,514.0800455889565,55.65024098387901,46.92246966927039
10250,Ballina,2016,48391.60359536868,499.29614402744625,42.209981718464356,0.0978320637077612,513.9822135252488,744.0,51362.68905317535,49669.19890151097,5.8,53.2,43.2,13.6,38781.39796843893,NSW,514.0800455889565,70.82557753033073,48.44731593817517
10250,Ballina,2017,48391.60359536868,499.29614402744625,42.209981718464356,0.0978320637077612,513.9822135252488,829.5825716026812,51362.68905317535,49669.19890151097,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,38781.39796843893,NSW,514.0800455889565,53.466012963270735,58.5769486455044
10250,Ballina,2018,48391.60359536868,499.29614402744625,42.209981718464356,0.0978320637077612,513.9822135252488,829.5825716026812,51362.68905317535,49669.19890151097,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,33116.0,NSW,514.0800455889565,48.47016785773641,58.5769486455044
10250,Ballina,2019,48391.60359536868,499.29614402744625,42.209981718464356,0.0978320637077612,513.9822135252488,829.5825716026812,44428.0,41601.0,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,33809.0,NSW,514.0800455889565,33.80297490443743,58.5769486455044
10250,Ballina,2020,45663.0,94.2,47.3,0.0978320637077612,513.9822135252488,829.5825716026812,45336.0,41844.0,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,34029.0,NSW,514.0800455889565,33.94091740069803,56.12597640019943
10250,Ballina,2021,46196.0,95.3,47.7,566.0,18.0,926.0,47630.0,45385.0,3.4,55.5,49.4,16.1,37154.0,NSW,584.0,56.69311949476483,71.82981552268572
10250,Ballina,2022,47002.0,96.9,47.8,641.0,203.0,829.5825716026812,47830.0,45295.0,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,39178.0,NSW,844.0,45.48736912082433,62.255692205417986
10250,Ballina,2023,47423.0,97.8,47.7,144.0,369.0,829.5825716026812,52671.0,49458.0,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,39514.0,NSW,513.0,48.375020774472326,50.835549277048365
10250,Ballina,2024,48135.0,99.3,47.5,581.0,280.0,829.5825716026812,51362.68905317535,49669.19890151097,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,38781.39796843893,NSW,861.0,53.466012963270735,62.20250955625728
10250,Ballina,2025,48603.0,100.2,42.209981718464356,313.0,202.0,829.5825716026812,51362.68905317535,49669.19890151097,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,38781.39796843893,NSW,515.0,53.466012963270735,54.01362805384743
10300,Balranald,2011,48391.60359536868,499.29614402744625,42.209981718464356,0.0978320637077612,513.9822135252488,604.0,51362.68905317535,49669.19890151097,4.2,59.1,27.4,4.9,38781.39796843893,NSW,514.0800455889565,49.55459531327904,46.68771813195944
10300,Balranald,2016,48391.60359536868,499.29614402744625,42.209981718464356,0.0978320637077612,513.9822135252488,714.0,51362.68905317535,49669.19890151097,5.6,57.5,29.1,5.2,38781.39796843893,NSW,514.0800455889565,47.98446069469835,48.08999501412664
10300,Balranald,2017,48391.60359536868,499.29614402744625,42.209981718464356,0.0978320637077612,513.9822135252488,829.5825716026812,51362.68905317535,49669.19890151097,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,38781.39796843893,NSW,514.0800455889565,53.466012963270735,58.5769486455044
10300,Balranald,2018,48391.60359536868,499.29614402744625,42.209981718464356,0.0978320637077612,513.9822135252488,829.5825716026812,51362.68905317535,49669.19890151097,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,1922.0,NSW,514.0800455889565,43.36463353830813,58.5769486455044
10300,Balranald,2019,48391.60359536868,499.29614402744625,42.209981718464356,0.0978320637077612,513.9822135252488,829.5825716026812,41227.0,42810.0,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,1974.0,NSW,514.0800455889565,29.27081602127306,58.5769486455044
10300,Balranald,2020,2257.0,0.1,43.0,0.0978320637077612,513.9822135252488,829.5825716026812,43963.0,42818.0,6.1556027024052264,58.07239488117001,42.03150517976843,10.745169645769778,2292.0,NSW,514.0800455889565,29.456124314442413,42.134369287020114
10300,Balranald,2021,2208.0,0.1,43.4,-37.0,-197.1469298245614,892.0,48738.0,48289.0,3.1,56.4,33.7,6.3,2226.0,NSW,-234.1469298245614,31.008392886820673,39.98587335881669
